单元前缀,数量,含义,完整 metric 名
,,,dram__cycles_in_frame.avg.pct_of_peak_sustained_active
,,,dram__cycles_in_frame.avg.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_frame.avg.pct_of_peak_sustained_frame
,,,dram__cycles_in_frame.avg.pct_of_peak_sustained_region
,,,dram__cycles_in_frame.avg.peak_sustained
,,,dram__cycles_in_frame.avg.peak_sustained_active
,,,dram__cycles_in_frame.avg.peak_sustained_active.per_second
,,,dram__cycles_in_frame.avg.peak_sustained_elapsed
,,,dram__cycles_in_frame.avg.peak_sustained_elapsed.per_second
,,,dram__cycles_in_frame.avg.peak_sustained_frame
,,,dram__cycles_in_frame.avg.peak_sustained_frame.per_second
,,,dram__cycles_in_frame.avg.peak_sustained_region
,,,dram__cycles_in_frame.avg.peak_sustained_region.per_second
,,,dram__cycles_in_frame.avg.per_cycle_active
,,,dram__cycles_in_frame.avg.per_cycle_elapsed
,,,dram__cycles_in_frame.avg.per_cycle_in_frame
,,,dram__cycles_in_frame.avg.per_cycle_in_region
,,,dram__cycles_in_frame.avg.per_second
,,,dram__cycles_in_frame.max
,,,dram__cycles_in_frame.max.pct_of_peak_sustained_active
,,,dram__cycles_in_frame.max.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_frame.max.pct_of_peak_sustained_frame
,,,dram__cycles_in_frame.max.pct_of_peak_sustained_region
,,,dram__cycles_in_frame.max.peak_sustained
,,,dram__cycles_in_frame.max.peak_sustained_active
,,,dram__cycles_in_frame.max.peak_sustained_active.per_second
,,,dram__cycles_in_frame.max.peak_sustained_elapsed
,,,dram__cycles_in_frame.max.peak_sustained_elapsed.per_second
,,,dram__cycles_in_frame.max.peak_sustained_frame
,,,dram__cycles_in_frame.max.peak_sustained_frame.per_second
,,,dram__cycles_in_frame.max.peak_sustained_region
,,,dram__cycles_in_frame.max.peak_sustained_region.per_second
,,,dram__cycles_in_frame.max.per_cycle_active
,,,dram__cycles_in_frame.max.per_cycle_elapsed
,,,dram__cycles_in_frame.max.per_cycle_in_frame
,,,dram__cycles_in_frame.max.per_cycle_in_region
,,,dram__cycles_in_frame.max.per_second
,,,dram__cycles_in_frame.min
,,,dram__cycles_in_frame.min.pct_of_peak_sustained_active
,,,dram__cycles_in_frame.min.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_frame.min.pct_of_peak_sustained_frame
,,,dram__cycles_in_frame.min.pct_of_peak_sustained_region
,,,dram__cycles_in_frame.min.peak_sustained
,,,dram__cycles_in_frame.min.peak_sustained_active
,,,dram__cycles_in_frame.min.peak_sustained_active.per_second
,,,dram__cycles_in_frame.min.peak_sustained_elapsed
,,,dram__cycles_in_frame.min.peak_sustained_elapsed.per_second
,,,dram__cycles_in_frame.min.peak_sustained_frame
,,,dram__cycles_in_frame.min.peak_sustained_frame.per_second
,,,dram__cycles_in_frame.min.peak_sustained_region
,,,dram__cycles_in_frame.min.peak_sustained_region.per_second
,,,dram__cycles_in_frame.min.per_cycle_active
,,,dram__cycles_in_frame.min.per_cycle_elapsed
,,,dram__cycles_in_frame.min.per_cycle_in_frame
,,,dram__cycles_in_frame.min.per_cycle_in_region
,,,dram__cycles_in_frame.min.per_second
,,,dram__cycles_in_frame.sum
,,,dram__cycles_in_frame.sum.pct_of_peak_sustained_active
,,,dram__cycles_in_frame.sum.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_frame.sum.pct_of_peak_sustained_frame
,,,dram__cycles_in_frame.sum.pct_of_peak_sustained_region
,,,dram__cycles_in_frame.sum.peak_sustained
,,,dram__cycles_in_frame.sum.peak_sustained_active
,,,dram__cycles_in_frame.sum.peak_sustained_active.per_second
,,,dram__cycles_in_frame.sum.peak_sustained_elapsed
,,,dram__cycles_in_frame.sum.peak_sustained_elapsed.per_second
,,,dram__cycles_in_frame.sum.peak_sustained_frame
,,,dram__cycles_in_frame.sum.peak_sustained_frame.per_second
,,,dram__cycles_in_frame.sum.peak_sustained_region
,,,dram__cycles_in_frame.sum.peak_sustained_region.per_second
,,,dram__cycles_in_frame.sum.per_cycle_active
,,,dram__cycles_in_frame.sum.per_cycle_elapsed
,,,dram__cycles_in_frame.sum.per_cycle_in_frame
,,,dram__cycles_in_frame.sum.per_cycle_in_region
,,,dram__cycles_in_frame.sum.per_second
,,,dram__cycles_in_region.avg
,,,dram__cycles_in_region.avg.pct_of_peak_sustained_active
,,,dram__cycles_in_region.avg.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_region.avg.pct_of_peak_sustained_frame
,,,dram__cycles_in_region.avg.pct_of_peak_sustained_region
,,,dram__cycles_in_region.avg.peak_sustained
,,,dram__cycles_in_region.avg.peak_sustained_active
,,,dram__cycles_in_region.avg.peak_sustained_active.per_second
,,,dram__cycles_in_region.avg.peak_sustained_elapsed
,,,dram__cycles_in_region.avg.peak_sustained_elapsed.per_second
,,,dram__cycles_in_region.avg.peak_sustained_frame
,,,dram__cycles_in_region.avg.peak_sustained_frame.per_second
,,,dram__cycles_in_region.avg.peak_sustained_region
,,,dram__cycles_in_region.avg.peak_sustained_region.per_second
,,,dram__cycles_in_region.avg.per_cycle_active
,,,dram__cycles_in_region.avg.per_cycle_elapsed
,,,dram__cycles_in_region.avg.per_cycle_in_frame
,,,dram__cycles_in_region.avg.per_cycle_in_region
,,,dram__cycles_in_region.avg.per_second
,,,dram__cycles_in_region.max
,,,dram__cycles_in_region.max.pct_of_peak_sustained_active
,,,dram__cycles_in_region.max.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_region.max.pct_of_peak_sustained_frame
,,,dram__cycles_in_region.max.pct_of_peak_sustained_region
,,,dram__cycles_in_region.max.peak_sustained
,,,dram__cycles_in_region.max.peak_sustained_active
,,,dram__cycles_in_region.max.peak_sustained_active.per_second
,,,dram__cycles_in_region.max.peak_sustained_elapsed
,,,dram__cycles_in_region.max.peak_sustained_elapsed.per_second
,,,dram__cycles_in_region.max.peak_sustained_frame
,,,dram__cycles_in_region.max.peak_sustained_frame.per_second
,,,dram__cycles_in_region.max.peak_sustained_region
,,,dram__cycles_in_region.max.peak_sustained_region.per_second
,,,dram__cycles_in_region.max.per_cycle_active
,,,dram__cycles_in_region.max.per_cycle_elapsed
,,,dram__cycles_in_region.max.per_cycle_in_frame
,,,dram__cycles_in_region.max.per_cycle_in_region
,,,dram__cycles_in_region.max.per_second
,,,dram__cycles_in_region.min
,,,dram__cycles_in_region.min.pct_of_peak_sustained_active
,,,dram__cycles_in_region.min.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_region.min.pct_of_peak_sustained_frame
,,,dram__cycles_in_region.min.pct_of_peak_sustained_region
,,,dram__cycles_in_region.min.peak_sustained
,,,dram__cycles_in_region.min.peak_sustained_active
,,,dram__cycles_in_region.min.peak_sustained_active.per_second
,,,dram__cycles_in_region.min.peak_sustained_elapsed
,,,dram__cycles_in_region.min.peak_sustained_elapsed.per_second
,,,dram__cycles_in_region.min.peak_sustained_frame
,,,dram__cycles_in_region.min.peak_sustained_frame.per_second
,,,dram__cycles_in_region.min.peak_sustained_region
,,,dram__cycles_in_region.min.peak_sustained_region.per_second
,,,dram__cycles_in_region.min.per_cycle_active
,,,dram__cycles_in_region.min.per_cycle_elapsed
,,,dram__cycles_in_region.min.per_cycle_in_frame
,,,dram__cycles_in_region.min.per_cycle_in_region
,,,dram__cycles_in_region.min.per_second
,,,dram__cycles_in_region.sum
,,,dram__cycles_in_region.sum.pct_of_peak_sustained_active
,,,dram__cycles_in_region.sum.pct_of_peak_sustained_elapsed
,,,dram__cycles_in_region.sum.pct_of_peak_sustained_frame
,,,dram__cycles_in_region.sum.pct_of_peak_sustained_region
,,,dram__cycles_in_region.sum.peak_sustained
,,,dram__cycles_in_region.sum.peak_sustained_active
,,,dram__cycles_in_region.sum.peak_sustained_active.per_second
,,,dram__cycles_in_region.sum.peak_sustained_elapsed
,,,dram__cycles_in_region.sum.peak_sustained_elapsed.per_second
,,,dram__cycles_in_region.sum.peak_sustained_frame
,,,dram__cycles_in_region.sum.peak_sustained_frame.per_second
,,,dram__cycles_in_region.sum.peak_sustained_region
,,,dram__cycles_in_region.sum.peak_sustained_region.per_second
,,,dram__cycles_in_region.sum.per_cycle_active
,,,dram__cycles_in_region.sum.per_cycle_elapsed
,,,dram__cycles_in_region.sum.per_cycle_in_frame
,,,dram__cycles_in_region.sum.per_cycle_in_region
,,,dram__cycles_in_region.sum.per_second
,,,dram__sectors.avg
,,,dram__sectors.avg.pct_of_peak_sustained_active
,,,dram__sectors.avg.pct_of_peak_sustained_elapsed
,,,dram__sectors.avg.pct_of_peak_sustained_frame
,,,dram__sectors.avg.pct_of_peak_sustained_region
,,,dram__sectors.avg.peak_sustained
,,,dram__sectors.avg.peak_sustained_active
,,,dram__sectors.avg.peak_sustained_active.per_second
,,,dram__sectors.avg.peak_sustained_elapsed
,,,dram__sectors.avg.peak_sustained_elapsed.per_second
,,,dram__sectors.avg.peak_sustained_frame
,,,dram__sectors.avg.peak_sustained_frame.per_second
,,,dram__sectors.avg.peak_sustained_region
,,,dram__sectors.avg.peak_sustained_region.per_second
,,,dram__sectors.avg.per_cycle_active
,,,dram__sectors.avg.per_cycle_elapsed
,,,dram__sectors.avg.per_cycle_in_frame
,,,dram__sectors.avg.per_cycle_in_region
,,,dram__sectors.avg.per_second
,,,dram__sectors.max
,,,dram__sectors.max.pct_of_peak_sustained_active
,,,dram__sectors.max.pct_of_peak_sustained_elapsed
,,,dram__sectors.max.pct_of_peak_sustained_frame
,,,dram__sectors.max.pct_of_peak_sustained_region
,,,dram__sectors.max.peak_sustained
,,,dram__sectors.max.peak_sustained_active
,,,dram__sectors.max.peak_sustained_active.per_second
,,,dram__sectors.max.peak_sustained_elapsed
,,,dram__sectors.max.peak_sustained_elapsed.per_second
,,,dram__sectors.max.peak_sustained_frame
,,,dram__sectors.max.peak_sustained_frame.per_second
,,,dram__sectors.max.peak_sustained_region
,,,dram__sectors.max.peak_sustained_region.per_second
,,,dram__sectors.max.per_cycle_active
,,,dram__sectors.max.per_cycle_elapsed
,,,dram__sectors.max.per_cycle_in_frame
,,,dram__sectors.max.per_cycle_in_region
,,,dram__sectors.max.per_second
,,,dram__sectors.min
,,,dram__sectors.min.pct_of_peak_sustained_active
,,,dram__sectors.min.pct_of_peak_sustained_elapsed
,,,dram__sectors.min.pct_of_peak_sustained_frame
,,,dram__sectors.min.pct_of_peak_sustained_region
,,,dram__sectors.min.peak_sustained
,,,dram__sectors.min.peak_sustained_active
,,,dram__sectors.min.peak_sustained_active.per_second
,,,dram__sectors.min.peak_sustained_elapsed
,,,dram__sectors.min.peak_sustained_elapsed.per_second
,,,dram__sectors.min.peak_sustained_frame
,,,dram__sectors.min.peak_sustained_frame.per_second
,,,dram__sectors.min.peak_sustained_region
,,,dram__sectors.min.peak_sustained_region.per_second
,,,dram__sectors.min.per_cycle_active
,,,dram__sectors.min.per_cycle_elapsed
,,,dram__sectors.min.per_cycle_in_frame
,,,dram__sectors.min.per_cycle_in_region
,,,dram__sectors.min.per_second
,,,dram__sectors.sum
,,,dram__sectors.sum.pct_of_peak_sustained_active
,,,dram__sectors.sum.pct_of_peak_sustained_elapsed
,,,dram__sectors.sum.pct_of_peak_sustained_frame
,,,dram__sectors.sum.pct_of_peak_sustained_region
,,,dram__sectors.sum.peak_sustained
,,,dram__sectors.sum.peak_sustained_active
,,,dram__sectors.sum.peak_sustained_active.per_second
,,,dram__sectors.sum.peak_sustained_elapsed
,,,dram__sectors.sum.peak_sustained_elapsed.per_second
,,,dram__sectors.sum.peak_sustained_frame
,,,dram__sectors.sum.peak_sustained_frame.per_second
,,,dram__sectors.sum.peak_sustained_region
,,,dram__sectors.sum.peak_sustained_region.per_second
,,,dram__sectors.sum.per_cycle_active
,,,dram__sectors.sum.per_cycle_elapsed
,,,dram__sectors.sum.per_cycle_in_frame
,,,dram__sectors.sum.per_cycle_in_region
,,,dram__sectors.sum.per_second
,,,dram__sectors_read.avg
,,,dram__sectors_read.avg.pct_of_peak_sustained_active
,,,dram__sectors_read.avg.pct_of_peak_sustained_elapsed
,,,dram__sectors_read.avg.pct_of_peak_sustained_frame
,,,dram__sectors_read.avg.pct_of_peak_sustained_region
,,,dram__sectors_read.avg.peak_sustained
,,,dram__sectors_read.avg.peak_sustained_active
,,,dram__sectors_read.avg.peak_sustained_active.per_second
,,,dram__sectors_read.avg.peak_sustained_elapsed
,,,dram__sectors_read.avg.peak_sustained_elapsed.per_second
,,,dram__sectors_read.avg.peak_sustained_frame
,,,dram__sectors_read.avg.peak_sustained_frame.per_second
,,,dram__sectors_read.avg.peak_sustained_region
,,,dram__sectors_read.avg.peak_sustained_region.per_second
,,,dram__sectors_read.avg.per_cycle_active
,,,dram__sectors_read.avg.per_cycle_elapsed
,,,dram__sectors_read.avg.per_cycle_in_frame
,,,dram__sectors_read.avg.per_cycle_in_region
,,,dram__sectors_read.avg.per_second
,,,dram__sectors_read.max
,,,dram__sectors_read.max.pct_of_peak_sustained_active
,,,dram__sectors_read.max.pct_of_peak_sustained_elapsed
,,,dram__sectors_read.max.pct_of_peak_sustained_frame
,,,dram__sectors_read.max.pct_of_peak_sustained_region
,,,dram__sectors_read.max.peak_sustained
,,,dram__sectors_read.max.peak_sustained_active
,,,dram__sectors_read.max.peak_sustained_active.per_second
,,,dram__sectors_read.max.peak_sustained_elapsed
,,,dram__sectors_read.max.peak_sustained_elapsed.per_second
,,,dram__sectors_read.max.peak_sustained_frame
,,,dram__sectors_read.max.peak_sustained_frame.per_second
,,,dram__sectors_read.max.peak_sustained_region
,,,dram__sectors_read.max.peak_sustained_region.per_second
,,,dram__sectors_read.max.per_cycle_active
,,,dram__sectors_read.max.per_cycle_elapsed
,,,dram__sectors_read.max.per_cycle_in_frame
,,,dram__sectors_read.max.per_cycle_in_region
,,,dram__sectors_read.max.per_second
,,,dram__sectors_read.min
,,,dram__sectors_read.min.pct_of_peak_sustained_active
,,,dram__sectors_read.min.pct_of_peak_sustained_elapsed
,,,dram__sectors_read.min.pct_of_peak_sustained_frame
,,,dram__sectors_read.min.pct_of_peak_sustained_region
,,,dram__sectors_read.min.peak_sustained
,,,dram__sectors_read.min.peak_sustained_active
,,,dram__sectors_read.min.peak_sustained_active.per_second
,,,dram__sectors_read.min.peak_sustained_elapsed
,,,dram__sectors_read.min.peak_sustained_elapsed.per_second
,,,dram__sectors_read.min.peak_sustained_frame
,,,dram__sectors_read.min.peak_sustained_frame.per_second
,,,dram__sectors_read.min.peak_sustained_region
,,,dram__sectors_read.min.peak_sustained_region.per_second
,,,dram__sectors_read.min.per_cycle_active
,,,dram__sectors_read.min.per_cycle_elapsed
,,,dram__sectors_read.min.per_cycle_in_frame
,,,dram__sectors_read.min.per_cycle_in_region
,,,dram__sectors_read.min.per_second
,,,dram__sectors_read.sum
,,,dram__sectors_read.sum.pct_of_peak_sustained_active
,,,dram__sectors_read.sum.pct_of_peak_sustained_elapsed
,,,dram__sectors_read.sum.pct_of_peak_sustained_frame
,,,dram__sectors_read.sum.pct_of_peak_sustained_region
,,,dram__sectors_read.sum.peak_sustained
,,,dram__sectors_read.sum.peak_sustained_active
,,,dram__sectors_read.sum.peak_sustained_active.per_second
,,,dram__sectors_read.sum.peak_sustained_elapsed
,,,dram__sectors_read.sum.peak_sustained_elapsed.per_second
,,,dram__sectors_read.sum.peak_sustained_frame
,,,dram__sectors_read.sum.peak_sustained_frame.per_second
,,,dram__sectors_read.sum.peak_sustained_region
,,,dram__sectors_read.sum.peak_sustained_region.per_second
,,,dram__sectors_read.sum.per_cycle_active
,,,dram__sectors_read.sum.per_cycle_elapsed
,,,dram__sectors_read.sum.per_cycle_in_frame
,,,dram__sectors_read.sum.per_cycle_in_region
,,,dram__sectors_read.sum.per_second
,,,dram__sectors_write.avg
,,,dram__sectors_write.avg.pct_of_peak_sustained_active
,,,dram__sectors_write.avg.pct_of_peak_sustained_elapsed
,,,dram__sectors_write.avg.pct_of_peak_sustained_frame
,,,dram__sectors_write.avg.pct_of_peak_sustained_region
,,,dram__sectors_write.avg.peak_sustained
,,,dram__sectors_write.avg.peak_sustained_active
,,,dram__sectors_write.avg.peak_sustained_active.per_second
,,,dram__sectors_write.avg.peak_sustained_elapsed
,,,dram__sectors_write.avg.peak_sustained_elapsed.per_second
,,,dram__sectors_write.avg.peak_sustained_frame
,,,dram__sectors_write.avg.peak_sustained_frame.per_second
,,,dram__sectors_write.avg.peak_sustained_region
,,,dram__sectors_write.avg.peak_sustained_region.per_second
,,,dram__sectors_write.avg.per_cycle_active
,,,dram__sectors_write.avg.per_cycle_elapsed
,,,dram__sectors_write.avg.per_cycle_in_frame
,,,dram__sectors_write.avg.per_cycle_in_region
,,,dram__sectors_write.avg.per_second
,,,dram__sectors_write.max
,,,dram__sectors_write.max.pct_of_peak_sustained_active
,,,dram__sectors_write.max.pct_of_peak_sustained_elapsed
,,,dram__sectors_write.max.pct_of_peak_sustained_frame
,,,dram__sectors_write.max.pct_of_peak_sustained_region
,,,dram__sectors_write.max.peak_sustained
,,,dram__sectors_write.max.peak_sustained_active
,,,dram__sectors_write.max.peak_sustained_active.per_second
,,,dram__sectors_write.max.peak_sustained_elapsed
,,,dram__sectors_write.max.peak_sustained_elapsed.per_second
,,,dram__sectors_write.max.peak_sustained_frame
,,,dram__sectors_write.max.peak_sustained_frame.per_second
,,,dram__sectors_write.max.peak_sustained_region
,,,dram__sectors_write.max.peak_sustained_region.per_second
,,,dram__sectors_write.max.per_cycle_active
,,,dram__sectors_write.max.per_cycle_elapsed
,,,dram__sectors_write.max.per_cycle_in_frame
,,,dram__sectors_write.max.per_cycle_in_region
,,,dram__sectors_write.max.per_second
,,,dram__sectors_write.min
,,,dram__sectors_write.min.pct_of_peak_sustained_active
,,,dram__sectors_write.min.pct_of_peak_sustained_elapsed
,,,dram__sectors_write.min.pct_of_peak_sustained_frame
,,,dram__sectors_write.min.pct_of_peak_sustained_region
,,,dram__sectors_write.min.peak_sustained
,,,dram__sectors_write.min.peak_sustained_active
,,,dram__sectors_write.min.peak_sustained_active.per_second
,,,dram__sectors_write.min.peak_sustained_elapsed
,,,dram__sectors_write.min.peak_sustained_elapsed.per_second
,,,dram__sectors_write.min.peak_sustained_frame
,,,dram__sectors_write.min.peak_sustained_frame.per_second
,,,dram__sectors_write.min.peak_sustained_region
,,,dram__sectors_write.min.peak_sustained_region.per_second
,,,dram__sectors_write.min.per_cycle_active
,,,dram__sectors_write.min.per_cycle_elapsed
,,,dram__sectors_write.min.per_cycle_in_frame
,,,dram__sectors_write.min.per_cycle_in_region
,,,dram__sectors_write.min.per_second
,,,dram__sectors_write.sum
,,,dram__sectors_write.sum.pct_of_peak_sustained_active
,,,dram__sectors_write.sum.pct_of_peak_sustained_elapsed
,,,dram__sectors_write.sum.pct_of_peak_sustained_frame
,,,dram__sectors_write.sum.pct_of_peak_sustained_region
,,,dram__sectors_write.sum.peak_sustained
,,,dram__sectors_write.sum.peak_sustained_active
,,,dram__sectors_write.sum.peak_sustained_active.per_second
,,,dram__sectors_write.sum.peak_sustained_elapsed
,,,dram__sectors_write.sum.peak_sustained_elapsed.per_second
,,,dram__sectors_write.sum.peak_sustained_frame
